Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,Type_of_order,City,Time_Orderd,Time_Order_picked,Time_taken(min)
23,NaN ,12.937455967774987,77.6182460984312,12.95240932054847,77.52795842792209,conditions Sandstorms,High ,1,electric_scooter,Meal,Metropolitan ,18:13,18:28,(min) 73
42,4.8,12.989554197973014,77.6248664671652,12.99610814571627,77.68957316894897,conditions Stormy,Medium ,2,motorcycle,Snack,Urban ,17:44,18:06,(min) 58
46,4.9,12.976672626136244,77.60650486827865,12.92973904006512,77.71568767658704,conditions Sunny,Low ,0,bicycle,Drinks,Metropolitan ,13:52,14:05,(min) 75
40,4.7,12.965463470125943,77.60609682380259,12.946599312720389,77.50133399198444,conditions Sunny,Jam ,0,bicycle,Meal,Metropolitan ,13:32,13:53,(min) 87
30,4.2,12.965942753738165,77.62565145676062,12.97685788899882,77.51786600534781,conditions Sandstorms,Medium ,2,electric_scooter,Snack,Urban ,10:39,10:50,(min) 73
36,4.7,12.991464759705961,77.56263500214591,12.915267321598686,77.52048169366029,conditions Sunny,Jam ,0,electric_scooter,Meal,Metropolitan ,08:39,08:56,(min) 69
48,3.6,12.934187998677045,77.6019833463341,12.884077016678482,77.6212779349345,conditions Sandstorms,Medium ,0,bicycle,Meal,Urban ,09:07,09:27,(min) 59
48,3.8,13.00692796246931,77.5702146653369,12.964568529439065,77.68325399326872,conditions Sandstorms,Medium ,2,bicycle,Drinks,Metropolitan ,13:36,13:58,(min) 86
34,4.9,12.997159298060835,77.6240901482202,13.019521383054983,77.64847131582364,conditions Windy,Low ,0,electric_scooter,Meal,Metropolitan ,11:07,11:28,(min) 38
45,4.7,12.963886953497678,77.61475616036951,12.923148611292849,77.579561857013,conditions Sunny,Jam ,0,motorcycle,Meal,Metropolitan ,17:55,18:07,(min) 59
37,3.8,12.940721513217689,77.60027410929129,13.005254667386435,77.59507191691489,conditions Windy,Medium ,0,scooter,Snack,Metropolitan ,10:48,11:04,(min) 64
50,4.4,12.95291134590134,77.56152186620086,12.92047351813509,77.50898007924489,conditions Windy,Medium ,2,scooter,Buffet,Metropolitan ,17:06,17:25,(min) 54
48,5,12.968628877474368,77.62576345958784,13.041342476378025,77.50739202126279,conditions Cloudy,Jam ,1,bicycle,Meal,Metropolitan ,20:00,20:20,(min) 99
41,3.8,12.94640983728543,77.55789296693206,12.991750779059673,77.63989723889512,conditions Foggy,Low ,0,motorcycle,Meal,Metropolitan ,22:10,22:25,(min) 68
41,4.5,12.960420816203952,77.58257732075677,13.00326508789381,77.50199112796027,conditions Sunny,High ,2,electric_scooter,Snack,Metropolitan ,09:53,10:05,(min) 66
49,4.1,12.980430975871533,77.63359800155312,12.967756962965666,77.61414439715863,conditions Sunny,Medium ,1,motorcycle,Buffet,Metropolitan ,16:14,16:28,(min) 35
26,3.5,12.965076700000465,77.57755371169225,13.08670908084388,77.63250801192873,conditions Sunny,Jam ,1,motorcycle,Buffet,Metropolitan ,15:06,15:29,(min) 88
21,3.7,12.947738264257461,77.55779858781993,12.970829529332187,77.56651888011288,conditions Stormy,High ,1,scooter,Buffet,Metropolitan ,10:05,10:19,(min) 54
27,4.4,12.981111822462083,77.55976913471743,13.042214375762736,77.6163474375416,conditions Sunny,Jam ,1,scooter,Drinks,Metropolitan ,11:09,11:23,(min) 72
22,3.7,13.009714608880133,77.61283164027184,13.02976728989626,77.62708806065054,conditions Windy,Jam ,2,scooter,Drinks,Urban ,08:08,08:19,(min) 54
46,4.9,13.007215241844207,77.59391616656482,12.963179054574839,77.62195053191982,conditions Foggy,Jam ,1,scooter,Drinks,Metropolitan ,11:48,11:59,(min) 70
44,4.1,12.967750660514833,77.57167888780161,13.023676562449712,77.545447914551,conditions Cloudy,Medium ,2,electric_scooter,Buffet,Metropolitan ,17:55,18:13,(min) 49
26,4.6,12.962617346736044,77.60256125095337,12.916184638616388,77.61906700992945,conditions Sunny,Low ,0,motorcycle,Meal,Metropolitan ,08:24,08:34,(min) 40
32,4.7,12.993074302895367,77.56751234882549,12.992912704910758,77.62889156363718,conditions Sandstorms,Medium ,0,electric_scooter,Drinks,Urban ,09:59,10:20,(min) 57
43,3.9,12.989259188508989,77.61423836012408,12.869365246097576,77.55762113828567,conditions Foggy,Jam ,1,motorcycle,Buffet,Metropolitan ,18:35,18:45,(min) 98
24,3.6,12.936233280392736,77.62453115704507,12.959762431222753,77.61700634434806,conditions Cloudy,Low ,1,bicycle,Snack,Metropolitan ,12:19,12:43,(min) 46
27,3.9,12.968286568148434,77.60333271020129,12.98715209819762,77.63900173188381,conditions Windy,Medium ,2,bicycle,Snack,Urban ,20:42,20:54,(min) 49
24,3.6,12.95602803144455,77.60252567668482,12.926224172038918,77.506675825979,conditions Sandstorms,Jam ,0,scooter,Drinks,Metropolitan ,14:06,14:25,(min) 95
27,5,13.00189053485021,77.60600698354692,13.090760466356528,77.5879768184278,conditions Stormy,Jam ,2,motorcycle,Buffet,Urban ,19:23,19:43,(min) 87
25,3.7,12.955379450971634,77.62411399557293,12.884028294912325,77.56667969811936,conditions Foggy,High ,1,scooter,Buffet,Urban ,10:11,10:35,(min) 76
22,3.7,13.008618962483853,77.56201387341171,13.078489814362314,77.52033741813975,conditions Windy,Medium ,2,bicycle,Snack,Metropolitan ,18:52,19:16,(min) 64
27,5,12.951254355458916,77.61950568870678,12.946016817342551,77.71708316351273,conditions Foggy,Medium ,0,electric_scooter,Snack,Metropolitan ,08:04,08:17,(min) 71
26,4.8,12.970355696136505,77.55859705283343,13.092176567231007,77.51857087716243,conditions Sunny,Jam ,2,bicycle,Buffet,Metropolitan ,14:58,15:11,(min) 85
35,3.9,12.946909162139892,77.57659634252116,12.977594582740554,77.53041026905122,conditions Foggy,High ,0,scooter,Snack,Urban ,21:17,21:31,(min) 75
43,NaN ,12.953538897781074,77.57731448010578,12.870896553629768,77.59744030830005,conditions Windy,High ,1,bicycle,Buffet,Metropolitan ,16:57,17:18,(min) 68
41,3.8,12.984816308243573,77.6089645706959,12.944162286141166,77.54306570745636,conditions Sunny,Medium ,2,motorcycle,Meal,Urban ,17:49,18:09,(min) 56
28,4.7,12.971802699899674,77.57253594179674,13.009724681618625,77.55440287664166,conditions Foggy,High ,2,bicycle,Buffet,Metropolitan ,20:17,20:37,(min) 59
23,4.4,13.004391473027319,77.60012623551339,13.03505880598445,77.57447618756302,conditions Sandstorms,Low ,2,electric_scooter,Meal,Metropolitan ,18:09,18:22,(min) 44
34,4.1,12.949009286387264,77.60590919964984,12.949188122874528,77.53827817094925,conditions Cloudy,Medium ,0,motorcycle,Snack,Metropolitan ,15:20,15:41,(min) 55
27,4,12.97889416081682,77.56651905260087,13.00643122593521,77.57517900351962,conditions Sandstorms,Jam ,1,bicycle,Snack,Metropolitan ,08:35,08:59,(min) 57
23,4.1,12.991543251684309,77.57449526068791,13.043253517293842,77.51572915526414,conditions Cloudy,High ,1,scooter,Drinks,Metropolitan ,10:16,10:37,(min) 62
32,3.6,12.990115069615097,77.60973650525361,13.079270483723954,77.70896439952935,conditions Windy,NaN ,1,bicycle,Meal,Urban ,20:26,20:49,(min) 80
32,3.6,13.009292245803774,77.61893196375146,13.027460326867521,77.63692163993896,conditions Cloudy,NaN ,0,scooter,Meal,Urban ,14:01,14:25,(min) 49
23,4.5,13.006288664544375,77.60283616154491,12.931227770897804,77.54542559331054,conditions Stormy,High ,1,scooter,Buffet,Metropolitan ,11:23,11:47,(min) 73
48,3.9,12.975474397426844,77.60486235474274,12.996291661923074,77.61407958613212,conditions Sunny,Low ,0,motorcycle,Drinks,Urban ,14:20,14:42,(min) 47
39,3.7,12.960770246683062,77.61834556014314,12.83567888251063,77.56805311112642,conditions Cloudy,High ,1,bicycle,Drinks,Metropolitan ,16:58,17:15,(min) 92
41,4.1,12.969752954448015,77.55998801915943,12.862911031046423,77.51743931802127,conditions Windy,Low ,2,electric_scooter,Snack,Urban ,08:40,08:54,(min) 67
34,3.7,12.994386312233656,77.59985616515428,12.925560662070671,77.6524539470266,conditions Windy,High ,1,electric_scooter,Drinks,Metropolitan ,21:50,22:14,(min) 74
44,4.8,12.971920183597506,77.60708807499185,12.88220157585989,77.64383192402052,conditions Foggy,Jam ,1,motorcycle,Snack,Metropolitan ,15:45,16:09,(min) 80
36,4.3,13.006008076871186,77.59763944952786,12.935263043489229,77.6721693231627,conditions Cloudy,NaN ,2,motorcycle,Meal,Metropolitan ,11:39,11:51,(min) 59
29,4.8,12.935818342546375,77.59011244035364,12.904615239795634,77.49628714188175,conditions Sunny,High ,0,scooter,Snack,Metropolitan ,16:59,17:23,(min) 69
36,NaN ,12.993709325155617,77.617940089228,12.916689858379993,77.66529773106815,conditions Sandstorms,High ,1,motorcycle,Buffet,Metropolitan ,17:44,18:03,(min) 69
22,4.6,12.942015419638157,77.57985864092633,12.940374003013096,77.60330479531916,conditions Sandstorms,Medium ,1,scooter,Buffet,Metropolitan ,19:53,20:12,(min) 42
34,4.9,12.970640873702616,77.60378528389185,12.984972282366256,77.49217315652164,conditions Stormy,Jam ,1,motorcycle,Snack,Urban ,19:58,20:10,(min) 93
50,4.4,12.93270595168546,77.57771467550695,12.910814093166168,77.52997430683644,conditions Cloudy,Jam ,1,electric_scooter,Meal,Urban ,21:47,22:03,(min) 71
43,3.9,13.005269629972428,77.63431529368312,12.98625749226637,77.60653495107023,conditions Windy,Medium ,2,electric_scooter,Drinks,Metropolitan ,08:08,08:21,(min) 48
24,3.6,12.9582206593439,77.6064798401393,12.913631749628399,77.50871120269551,conditions Windy,High ,2,electric_scooter,Buffet,Metropolitan ,09:08,09:30,(min) 73
33,4.5,12.995647971386463,77.58305748923719,12.994207771050924,77.53377811545785,conditions Sandstorms,Medium ,0,bicycle,Snack,Urban ,19:46,20:06,(min) 61
41,4.3,12.932084244506807,77.61057312930971,13.002898887008206,77.7210667895408,conditions Foggy,High ,0,motorcycle,Drinks,Metropolitan ,11:14,11:25,(min) 93
42,4.2,12.940259611456097,77.63324439630881,13.043241766310967,77.5567450547664,conditions Sandstorms,High ,0,motorcycle,Buffet,Urban ,15:22,15:32,(min) 89
31,4.1,12.963878391346336,77.60284119677767,13.036068665915662,77.59401851510118,conditions Sandstorms,Low ,1,bicycle,Buffet,Urban ,12:24,12:42,(min) 58
28,3.5,12.939562471283972,77.62599939175918,13.017729197956806,77.58785340926956,conditions Sunny,Low ,2,motorcycle,Snack,Metropolitan ,16:29,16:39,(min) 50
37,3.9,13.004902324060351,77.60444199300409,12.957222807606337,77.5339002139158,conditions Sandstorms,High ,1,bicycle,Buffet,Semi-Urban ,12:42,12:56,(min) 79
47,3.5,13.010811447145791,77.56754578369707,13.079726591606953,77.65195072606247,conditions Windy,Medium ,2,electric_scooter,Drinks,Metropolitan ,10:53,11:08,(min) 73
21,3.7,12.988298944605887,77.58425555178002,12.957164890152928,77.61366240632593,conditions Cloudy,Medium ,2,electric_scooter,Meal,Metropolitan ,09:54,10:18,(min) 49
20,4.8,12.986906748393924,77.59885583258271,12.957270018855029,77.58821419909893,conditions Stormy,Jam ,2,electric_scooter,Snack,Metropolitan ,12:30,12:43,(min) 66
35,4.2,12.963516960701346,77.59249684643969,12.858935690498868,77.61792619132652,conditions Windy,Medium ,2,bicycle,Meal,Metropolitan ,16:26,16:45,(min) 68
41,4.8,13.003731091039628,77.57779817427546,13.024670406329479,77.53380099660048,conditions Windy,Low ,2,bicycle,Meal,Metropolitan ,16:54,17:04,(min) 37
NaN ,4.9,12.976654177753629,77.61871079430952,13.031257359183572,77.63112387854603,conditions Windy,High ,2,motorcycle,Buffet,Metropolitan ,20:03,20:27,(min) 59
35,4.2,12.965538042111696,77.57303140663579,12.947788375153038,77.67545273739468,conditions Windy,Jam ,0,electric_scooter,Meal,Urban ,16:51,17:08,(min) 84
40,4.7,13.00902267280817,77.62794145752713,12.97540781796576,77.63868398528419,conditions Stormy,Jam ,2,scooter,Snack,Metropolitan ,11:28,11:45,(min) 63
45,4.1,12.959840290340036,77.60276368650645,12.852393326102213,77.6037518723704,conditions Stormy,High ,0,electric_scooter,Snack,Urban ,08:36,08:46,(min) 88
32,4.8,12.942796729559452,77.60975538357198,12.833814970439878,77.63958305663459,conditions Cloudy,NaN ,1,electric_scooter,Meal,Metropolitan ,17:21,17:40,(min) 61
33,4.2,12.995143389830739,77.61444344750643,12.970385117008064,77.64701643050864,conditions Sandstorms,High ,1,scooter,Drinks,Metropolitan ,13:00,13:23,(min) 60
30,4.7,12.944996349325777,77.57184692529067,13.052018169510266,77.59904802235192,conditions Windy,Low ,0,bicycle,Buffet,Metropolitan ,09:34,09:54,(min) 66
25,4.2,12.936770671176166,77.564924944444,12.929345578848348,77.5459115214261,conditions Stormy,NaN ,2,electric_scooter,Snack,Metropolitan ,16:47,16:59,(min) 39
45,4,12.991209167780728,77.56348565268368,12.866058845243744,77.57625304585852,conditions Sunny,Jam ,0,motorcycle,Drinks,Metropolitan ,08:12,08:36,(min) 94
38,4.1,12.964844096376002,77.60300570228175,13.049477431092674,77.63739545507572,conditions Foggy,Jam ,0,bicycle,Snack,Metropolitan ,16:09,16:32,(min) 86
39,4.8,13.00071925489083,77.58123259550929,13.075096892663709,77.61769961561065,conditions Stormy,Jam ,2,electric_scooter,Snack,Metropolitan ,19:24,19:48,(min) 81
46,4.8,12.976170675417782,77.61698521954045,13.058604810049918,77.52669198095349,conditions Cloudy,Jam ,0,electric_scooter,Meal,Metropolitan ,13:04,13:21,(min) 98
38,3.9,12.932231901007146,77.62850935692936,12.934732103768333,77.54347281802092,conditions Stormy,Jam ,0,electric_scooter,Snack,Metropolitan ,22:16,22:33,(min) 92
48,3.6,12.933498368410767,77.61516436831131,12.946018732061141,77.63167306713466,conditions Foggy,Jam ,0,motorcycle,Drinks,Metropolitan ,14:24,14:36,(min) 68
23,NaN ,12.971255664879829,77.57906953468024,12.870515144255611,77.5334084288969,conditions Sunny,Jam ,1,electric_scooter,Drinks,Semi-Urban ,15:03,15:23,(min) 77
30,3.6,12.968269409871102,77.60295113285109,13.016088070547971,77.56870488117728,conditions Sunny,Medium ,0,bicycle,Meal,Metropolitan ,16:39,16:55,(min) 51
43,4.8,12.965343802066894,77.6156208318755,12.878285887161182,77.62798372522356,conditions Stormy,High ,2,electric_scooter,Drinks,Urban ,08:26,08:42,(min) 71
25,4.4,13.000066596323997,77.61473163857163,13.069948501735828,77.6119930808751,conditions Stormy,Low ,2,bicycle,Buffet,Metropolitan ,17:53,18:12,(min) 53
33,4.2,12.990690566039087,77.61792164643332,12.98118303195538,77.64871484580492,conditions Sunny,Medium ,1,electric_scooter,Buffet,Metropolitan ,17:03,17:19,(min) 36
26,3.6,12.951265796514601,77.6234289032504,12.928627007651407,77.70669380200798,conditions Sunny,Medium ,2,bicycle,Drinks,Metropolitan ,09:44,09:57,(min) 55
30,4.6,12.986042203529179,77.58231484466269,12.930192424226982,77.61509838243046,conditions Stormy,High ,2,electric_scooter,Buffet,Metropolitan ,10:57,11:09,(min) 66
45,3.7,12.99675706786886,77.62187984964848,12.924359893737,77.68810329660954,conditions Foggy,Low ,1,bicycle,Drinks,Metropolitan ,21:04,21:18,(min) 72
31,3.9,12.998191747477652,77.6019556742631,13.01447344122078,77.7285206899405,conditions Sunny,Jam ,2,motorcycle,Snack,Urban ,08:08,08:23,(min) 90
26,4.1,12.956527753694356,77.56270353489593,13.009638979904897,77.56947286762242,conditions Stormy,High ,2,bicycle,Buffet,Metropolitan ,22:14,22:28,(min) 66
30,4,12.983376322219522,77.59622788569928,12.955280479644228,77.62215211793114,conditions Windy,High ,0,motorcycle,Drinks,Metropolitan ,14:49,15:09,(min) 60
39,NaN ,13.004952217152715,77.61274156031236,13.00331702729307,77.58682734166122,conditions Cloudy,High ,0,scooter,Meal,Metropolitan ,22:18,22:29,(min) 46
23,3.9,13.003664803391695,77.56035099898502,12.959836982739114,77.58021624554567,conditions Sandstorms,High ,1,bicycle,Drinks,Urban ,09:51,10:03,(min) 64
34,4.9,12.979682674704492,77.58759793252722,13.041793866617956,77.47007632423372,conditions Sandstorms,Jam ,2,scooter,Snack,Metropolitan ,22:59,23:09,(min) 92
24,3.8,12.996514987552912,77.63314194708168,12.998720567107064,77.65799717313487,conditions Cloudy,High ,0,electric_scooter,Meal,Urban ,09:53,10:14,(min) 57
34,4.5,12.938031847345085,77.62418751369268,12.945310615868337,77.67409973364664,conditions Cloudy,Low ,1,motorcycle,Buffet,Metropolitan ,19:06,19:24,(min) 50
46,4.6,12.996581665574015,77.58037502379194,12.945364096242274,77.53576895088187,conditions Stormy,Medium ,1,electric_scooter,Drinks,Metropolitan ,22:34,22:45,(min) 59
30,4.3,13.008770018423348,77.55840156226456,12.943705701230117,77.52654851460754,conditions Sandstorms,Jam ,1,motorcycle,Meal,Metropolitan ,20:28,20:39,(min) 79
50,4.7,12.98618816125989,77.57260655556843,12.974824734808376,77.5348899039834,conditions Sandstorms,Low ,2,bicycle,Drinks,Metropolitan ,21:09,21:22,(min) 46
30,3.9,12.948783197047561,77.59455102997869,12.967279722123779,77.54460105065334,conditions Stormy,Medium ,1,bicycle,Meal,Urban ,20:24,20:43,(min) 64
49,4.5,12.952370569313318,77.58537168770134,13.042688873107105,77.62942140420577,conditions Cloudy,High ,0,bicycle,Snack,Urban ,08:28,08:52,(min) 74
43,5,12.98965324865505,77.61720298658162,13.01352913146135,77.63135212828911,conditions Cloudy,Jam ,1,scooter,Meal,Urban ,22:04,22:17,(min) 57
38,3.6,12.985408149192482,77.62302005431653,12.920851726615403,77.72397874676847,conditions Windy,Jam ,0,bicycle,Meal,Urban ,18:50,19:12,(min) 98
47,4.4,12.950407687517256,77.59955009761303,12.946259878430507,77.55134858306894,conditions Cloudy,High ,0,motorcycle,Drinks,Metropolitan ,20:58,21:22,(min) 65
27,4.5,12.975133177860082,77.55636298948005,12.98179449524488,77.57607105293486,conditions Stormy,Medium ,0,scooter,Snack,Metropolitan ,12:10,12:26,(min) 55
22,4.3,12.9945704333283,77.59402122757434,12.977545219449238,77.5269116688369,conditions Windy,Low ,1,motorcycle,Snack,Metropolitan ,09:17,09:28,(min) 47
44,4.1,12.948005969336629,77.55959549007044,12.875704691593697,77.52844760249647,conditions Cloudy,Low ,0,motorcycle,Snack,Metropolitan ,20:09,20:29,(min) 66
22,3.6,13.005475089418143,77.6266991723612,13.0024649179467,77.70649132537717,conditions Cloudy,High ,2,bicycle,Meal,Metropolitan ,16:36,17:00,(min) 64
21,4.7,12.942537614403665,77.58610069842115,13.028337776335132,77.6744414807169,conditions Windy,High ,2,electric_scooter,Meal,Metropolitan ,10:41,11:04,(min) 73
33,4,12.983276592100411,77.59295137553514,12.921912658993698,77.62476759104793,conditions Foggy,Jam ,1,motorcycle,Snack,Semi-Urban ,09:50,10:06,(min) 74
23,4.7,12.956406487094611,77.63141659508497,13.014594205793188,77.6668726370146,conditions Foggy,Jam ,1,bicycle,Buffet,Metropolitan ,22:17,22:36,(min) 72
20,3.7,12.987444722948968,77.63095206947104,13.019988315101953,77.59061781909088,conditions Windy,Low ,0,electric_scooter,Meal,Metropolitan ,22:00,22:12,(min) 47
27,4.8,12.964290473068505,77.60316979198754,12.980046374824212,77.6512088396781,conditions Foggy,Medium ,2,scooter,Buffet,Metropolitan ,20:45,21:00,(min) 55
34,4.5,12.995562809592485,77.58912236963435,12.994718447572271,77.49076069917366,conditions Sunny,Low ,2,bicycle,Meal,Metropolitan ,19:52,20:04,(min) 60
33,3.6,13.0028768500112,77.59225033002943,12.989548395744796,77.4567194689241,conditions Cloudy,Jam ,2,electric_scooter,Buffet,Metropolitan ,17:56,18:14,(min) 94
46,4.4,12.97560079432875,77.59566549905612,13.095588916343782,77.54124124691891,conditions Sunny,High ,2,electric_scooter,Meal,Metropolitan ,09:18,09:28,(min) 77
37,3.8,12.965002019385249,77.58980266845822,13.035357310212364,77.54749031965174,conditions Sandstorms,Jam ,1,scooter,Snack,Metropolitan ,16:17,16:38,(min) 80
40,3.6,12.964599170646071,77.59800508988127,12.850729573443749,77.67419370254058,conditions Stormy,Low ,2,electric_scooter,Meal,Metropolitan ,16:49,17:07,(min) 81
34,4,12.949577536004037,77.6316025569573,12.953275466279129,77.6760843749054,conditions Sandstorms,Jam ,0,motorcycle,Drinks,Metropolitan ,20:15,20:30,(min) 75
31,4.5,12.976693406550586,77.5560240523614,13.024824424339053,77.60508413057796,conditions Stormy,Low ,0,scooter,Buffet,Urban ,20:05,20:21,(min) 64
33,4.2,12.932211118897795,77.59616879117712,12.845958770046444,77.57207702923084,conditions Stormy,High ,2,scooter,Snack,Urban ,08:27,08:44,(min) 78
26,4.1,12.945656138433517,77.56731148608998,12.895354283856776,77.60456636501632,conditions Foggy,Jam ,2,bicycle,Meal,Metropolitan ,08:24,08:38,(min) 72
26,3.7,12.96522851941958,77.56477231538892,12.939134497335722,77.53473644163404,conditions Sunny,Low ,1,scooter,Snack,Metropolitan ,20:25,20:47,(min) 48
22,3.5,12.979824593028427,77.57419607889875,12.980671419636234,77.62074043857993,conditions Cloudy,High ,0,motorcycle,Snack,Urban ,10:32,10:44,(min) 64
40,4.4,12.957777163757385,77.55698869713619,13.058680657721265,77.50640093332758,conditions Sandstorms,Jam ,2,bicycle,Snack,Urban ,21:53,22:15,(min) 97
32,4.3,12.971283353453876,77.58739324842617,12.97037359449314,77.60917626895532,conditions Sunny,High ,0,scooter,Buffet,Metropolitan ,18:12,18:27,(min) 42
21,4.3,12.962915078046173,77.58377024370283,12.89145021085014,77.58365921067427,conditions Sandstorms,High ,2,electric_scooter,Snack,Urban ,22:34,22:48,(min) 66
28,4.3,13.003839553201944,77.55577890305817,12.982954439982791,77.56326329722881,conditions Sunny,High ,2,bicycle,Snack,Metropolitan ,19:17,19:36,(min) 47
39,3.6,12.972666034585238,77.57470343028233,13.040205321717647,77.52233790043101,conditions Foggy,Jam ,2,motorcycle,Buffet,Urban ,09:16,09:39,(min) 80
26,4.2,12.98355271845907,77.61217852086797,12.949749583690254,77.64905861982062,conditions Cloudy,High ,1,scooter,Drinks,Metropolitan ,09:23,09:40,(min) 57
41,3.6,12.977067179287225,77.63008850603401,13.064262603017161,77.63225270238108,conditions Foggy,Low ,0,motorcycle,Drinks,Metropolitan ,22:54,23:16,(min) 66
48,3.9,13.008810983783007,77.58626684700177,13.043130250163166,77.55265308507782,conditions Windy,Medium ,2,bicycle,Snack,Urban ,11:11,11:26,(min) 47
50,4.4,13.001827441750468,77.62596513361707,12.97700732286452,77.65568463843583,conditions Windy,Jam ,2,bicycle,Snack,Metropolitan ,17:38,18:02,(min) 62
27,4.6,12.936874700392037,77.60415549426376,12.908151568095057,77.48856824951203,conditions Sandstorms,Medium ,0,electric_scooter,Snack,Metropolitan ,21:25,21:46,(min) 79
NaN ,5,13.002608826047183,77.61966162358448,13.057108239322307,77.6511274729698,conditions Stormy,NaN ,0,electric_scooter,Snack,Urban ,14:39,14:58,(min) 64
37,NaN ,12.99310624834001,77.6215035940431,13.044764663366593,77.63897029002311,conditions Sunny,High ,0,bicycle,Snack,Metropolitan ,09:02,09:19,(min) 53
NaN ,3.7,12.95718864325285,77.62989588727281,12.916002257065042,77.51455143481842,conditions Sandstorms,High ,0,electric_scooter,Snack,Metropolitan ,11:57,12:21,(min) 93
49,4.6,13.005887676587701,77.5883575805746,12.921584223416685,77.5410845774751,conditions Windy,Low ,1,electric_scooter,Meal,Metropolitan ,22:34,22:57,(min) 59
44,5,13.007632665800303,77.60652668754608,12.889707308119515,77.60484259208594,conditions Sunny,High ,1,scooter,Buffet,Urban ,13:46,14:08,(min) 82
34,4.9,13.005316160450132,77.56545869163274,12.923418029468795,77.67254795829885,conditions Cloudy,Medium ,2,electric_scooter,Drinks,Metropolitan ,21:17,21:34,(min) 76
32,4.9,12.935876066794991,77.59356737104282,12.995844857175713,77.68871468870566,conditions Cloudy,Jam ,1,electric_scooter,Meal,Metropolitan ,17:05,17:23,(min) 82
45,4.8,12.997386771606655,77.61949400345831,12.995836338877561,77.65093437048778,conditions Windy,High ,1,scooter,Meal,Metropolitan ,11:15,11:29,(min) 51
41,4.1,12.952011851666867,77.61088123084083,12.967166956234056,77.59247059468517,conditions Cloudy,Medium ,0,electric_scooter,Snack,Metropolitan ,10:06,10:19,(min) 48
26,5,12.982542984391005,77.60457887350618,13.047822381487698,77.62172270962252,conditions Sandstorms,Jam ,0,electric_scooter,Snack,Metropolitan ,17:15,17:36,(min) 76
45,4.3,12.998199503606559,77.63222614352628,13.063360594848596,77.5999494055524,conditions Windy,Low ,1,scooter,Buffet,Metropolitan ,11:04,11:27,(min) 52
33,4.3,12.980760463418813,77.59385763513893,13.083141841299602,77.54432011410029,conditions Sandstorms,Low ,1,electric_scooter,Buffet,Urban ,11:47,12:09,(min) 74
32,3.9,13.004643672610074,77.6326367217213,12.922326418599898,77.57640816025291,conditions Sunny,High ,0,bicycle,Meal,Metropolitan ,13:51,14:14,(min) 78
41,3.6,12.98098942655921,77.5887289065592,13.046032109265202,77.61961777052626,conditions Windy,Low ,0,motorcycle,Buffet,Metropolitan ,19:19,19:38,(min) 64
24,5,12.940760483684391,77.58759019839614,12.956435958549841,77.64003022576081,conditions Stormy,Medium ,0,scooter,Buffet,Metropolitan ,15:12,15:33,(min) 60
45,3.8,12.936180936171114,77.61626566209867,12.926593335265572,77.69838519380058,conditions Sandstorms,High ,2,scooter,Meal,Metropolitan ,08:28,08:48,(min) 75
NaN ,3.5,12.979202803651244,77.63023302382827,12.957543160498169,77.65811786513,conditions Windy,Low ,1,electric_scooter,Buffet,Metropolitan ,11:32,11:46,(min) 37
25,3.6,12.983474106246979,77.56018618895709,12.984158469791886,77.4614990669248,conditions Foggy,Low ,1,electric_scooter,Snack,Metropolitan ,12:00,12:15,(min) 76
NaN ,4.2,13.003821326828003,77.6175238194041,12.92019548287061,77.62726160433706,conditions Foggy,Medium ,1,electric_scooter,Meal,Metropolitan ,20:51,21:02,(min) 68
34,4.5,12.99482659738362,77.58549540516958,12.956024170662653,77.54572467423878,conditions Windy,Jam ,1,electric_scooter,Drinks,Metropolitan ,18:25,18:37,(min) 63
49,4.1,12.951575075852126,77.62661819766313,12.88468970985976,77.5853528654617,conditions Windy,High ,0,bicycle,Snack,Urban ,15:42,15:59,(min) 68
46,4.2,12.988440801928192,77.62931496224404,12.952630997141426,77.64770223497881,conditions Sandstorms,Jam ,2,bicycle,Drinks,Metropolitan ,20:03,20:17,(min) 67
20,4.7,13.003118896892667,77.60533570406065,13.10614684253342,77.60655404454174,conditions Stormy,Low ,2,electric_scooter,Buffet,Urban ,19:49,20:13,(min) 70
32,4,12.99136830471307,77.57088796132281,12.946604905462141,77.60708497965885,conditions Sandstorms,Jam ,0,electric_scooter,Drinks,Metropolitan ,16:18,16:41,(min) 73
35,4.4,12.970400174687057,77.59425641260147,13.017499184653477,77.63928737348074,conditions Stormy,Medium ,0,electric_scooter,Drinks,Urban ,08:50,09:03,(min) 65
37,4.4,12.992654823752494,77.57399205568284,13.035945762639148,77.52319273219481,conditions Cloudy,Jam ,2,electric_scooter,Snack,Urban ,14:35,14:46,(min) 73
44,3.7,12.94498914545253,77.58081980898082,12.856632848920786,77.59252970222897,conditions Cloudy,Jam ,2,electric_scooter,Snack,Metropolitan ,13:26,13:38,(min) 88
46,NaN ,12.989036302900315,77.57557058353946,12.963837311932904,77.56348776984926,conditions Stormy,Jam ,1,electric_scooter,Buffet,Metropolitan ,09:36,09:57,(min) 63
23,3.9,12.944952214172483,77.62778088924512,12.952251998106867,77.5975360319319,conditions Stormy,Low ,1,bicycle,Snack,Metropolitan ,17:10,17:22,(min) 49
